"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","282","BK-425: should assign reserved tags","integration","2026-08-31","passed","2026-08-31","BK-33: Test Tags","integration/test-builder/testTags.test.ts","",""
"","269","BK-419: should view ATCs in order","integration","2026-08-31","passed","2026-08-31","BK-32: View ATCs","integration/test-builder/viewAtcs.test.ts","",""
"","382","BK-377: should start run with executor type","integration","2026-08-31","passed","2026-08-31","BK-34: Run Execution Start","integration/run-execution/runStart.test.ts","",""
"","262","BK-426: should assign custom tags","integration","2026-08-31","passed","2026-08-31","BK-33: Test Tags","integration/test-builder/testTags.test.ts","",""
"","206","BK-326: should reject unauthenticated","integration","2026-08-31","passed","2026-08-31","BK-38: Run Reporting","integration/run-execution/runReporting.test.ts","",""
"","240","BK-413: should reject empty chain","integration","2026-08-31","passed","2026-08-31","BK-28: Reorder ATCs","integration/test-builder/reorderAtcs.test.ts","",""
"","344","BK-356: should show rising trend with positive percent","integration","2026-08-31","passed","2026-08-31","BK-42: Heatmap - Trend","integration/heatmap-defects/heatmapTrend.test.ts","",""
"","308","BK-382: should reject unauthenticated","integration","2026-08-31","passed","2026-08-31","BK-34: Run Execution Start","integration/run-execution/runStart.test.ts","",""
"","360","BK-381: should reject invalid environment","integration","2026-08-31","passed","2026-08-31","BK-34: Run Execution Start","integration/run-execution/runStart.test.ts","",""
"","289","BK-343: should reject missing module","integration","2026-08-31","passed","2026-08-31","BK-40: Defect Filing","integration/heatmap-defects/defectFiling.test.ts","",""
"","4","Global Setup: prepare environment","global-setup","2026-08-31","passed","2026-08-31","","setup/global.setup.ts","",""
"","1606","UPEX-200: should load dashboard with authenticated session","e2e","2026-08-31","passed","2026-08-31","UPEX-200: Dashboard","e2e/dashboard/dashboard.test.ts","",""
"","316","BK-362: should show child keeps own non-collapsed cell","integration","2026-08-31","passed","2026-08-31","BK-42: Heatmap - Hierarchy","integration/heatmap-defects/heatmapHierarchy.test.ts","",""
"","404","BK-391: should mark remaining as skipped","integration","2026-08-31","passed","2026-08-31","BK-39: Run Finish","integration/run-execution/runFinish.test.ts","",""
"","278","BK-364: should show trend as word + delta + icon label","integration","2026-08-31","passed","2026-08-31","BK-42: Heatmap - Visual/a11y","integration/heatmap-defects/heatmapVisual.test.ts","",""
