"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","335","BK-320: should list runs happy path","integration","2026-09-03","passed","2026-09-03","BK-38: Run Reporting","integration/run-execution/runReporting.test.ts","",""
"","301","BK-432: should handle duplicate tags","integration","2026-09-03","passed","2026-09-03","BK-33: Test Tags","integration/test-builder/testTags.test.ts","",""
"","360","BK-355: should verify end boundary excluded","integration","2026-09-03","passed","2026-09-03","BK-42: Heatmap - Positive","integration/heatmap-defects/heatmapPositive.test.ts","",""
"","317","BK-338: should reject invalid run_step_id","integration","2026-09-03","passed","2026-09-03","BK-40: Defect Filing","integration/heatmap-defects/defectFiling.test.ts","",""
"","410","BK-377: should start run with executor type","integration","2026-09-03","passed","2026-09-03","BK-34: Run Execution Start","integration/run-execution/runStart.test.ts","",""
"","278","BK-438: should log tags activity","integration","2026-09-03","passed","2026-09-03","BK-33: Test Tags","integration/test-builder/testTags.test.ts","",""
"","273","BK-383: should handle viewer role","integration","2026-09-03","passed","2026-09-03","BK-34: Run Execution Start","integration/run-execution/runStart.test.ts","",""
"","328","BK-361: should show parent rollup via path-prefix","integration","2026-09-03","passed","2026-09-03","BK-42: Heatmap - Hierarchy","integration/heatmap-defects/heatmapHierarchy.test.ts","",""
"","295","BK-410: should handle version conflict","integration","2026-09-03","passed","2026-09-03","BK-28: Reorder ATCs","integration/test-builder/reorderAtcs.test.ts","",""
"","183","BK-326: should reject unauthenticated","integration","2026-09-03","passed","2026-09-03","BK-38: Run Reporting","integration/run-execution/runReporting.test.ts","",""
"","312","BK-351: should get heatmap with default 30d window","integration","2026-09-03","passed","2026-09-03","BK-42: Heatmap - Positive","integration/heatmap-defects/heatmapPositive.test.ts","",""
"","295","BK-420: should view ATCs with latest content","integration","2026-09-03","passed","2026-09-03","BK-32: View ATCs","integration/test-builder/viewAtcs.test.ts","",""
"","872","BK-352: should switch between 7d/30d/90d windows","integration","2026-09-03","passed","2026-09-03","BK-42: Heatmap - Positive","integration/heatmap-defects/heatmapPositive.test.ts","",""
"","321","BK-339: should reject invalid run_step_id for save","integration","2026-09-03","passed","2026-09-03","BK-40: Defect Filing","integration/heatmap-defects/defectFiling.test.ts","",""
"","416","BK-375: should start run successfully","integration","2026-09-03","passed","2026-09-03","BK-34: Run Execution Start","integration/run-execution/runStart.test.ts","",""
"","282","BK-407: should handle single ATC no-op","integration","2026-09-03","passed","2026-09-03","BK-28: Reorder ATCs","integration/test-builder/reorderAtcs.test.ts","",""
"","311","BK-365: should show full module_path to disambiguate duplicate names","integration","2026-09-03","passed","2026-09-03","BK-42: Heatmap - Visual/a11y","integration/heatmap-defects/heatmapVisual.test.ts","",""
"","286","BK-414: should log reorder activity","integration","2026-09-03","passed","2026-09-03","BK-28: Reorder ATCs","integration/test-builder/reorderAtcs.test.ts","",""
"","320","BK-435: should enforce max length","integration","2026-09-03","passed","2026-09-03","BK-33: Test Tags","integration/test-builder/testTags.test.ts","",""
"","413","BK-393: should integrate with run lifecycle","integration","2026-09-03","passed","2026-09-03","BK-39: Run Finish","integration/run-execution/runFinish.test.ts","",""
"","724","UPEX-100: should get current user with valid token","integration","2026-09-03","passed","2026-09-03","UPEX-100: User Session API","integration/auth/user-session.test.ts","",""
