"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","301","BK-376: should start run with environment","integration","2026-09-11","passed","2026-09-11","BK-34: Run Execution Start","integration/run-execution/runStart.test.ts","",""
"","180","BK-422: should return 404 for foreign workspace","integration","2026-09-11","passed","2026-09-11","BK-32: View ATCs","integration/test-builder/viewAtcs.test.ts","",""
"","159","BK-383: should handle viewer role","integration","2026-09-11","passed","2026-09-11","BK-34: Run Execution Start","integration/run-execution/runStart.test.ts","",""
"","208","BK-353: should hide archived modules","integration","2026-09-11","passed","2026-09-11","BK-42: Heatmap - Positive","integration/heatmap-defects/heatmapPositive.test.ts","",""
"","205","BK-409: should reject viewer role reorder","integration","2026-09-11","passed","2026-09-11","BK-28: Reorder ATCs","integration/test-builder/reorderAtcs.test.ts","",""
"","408","BK-388: should finish run successfully","integration","2026-09-11","passed","2026-09-11","BK-39: Run Finish","integration/run-execution/runFinish.test.ts","",""
"","169","BK-427: should replace tags","integration","2026-09-11","passed","2026-09-11","BK-33: Test Tags","integration/test-builder/testTags.test.ts","",""
"","143","BK-412: should reject duplicate ATC IDs","integration","2026-09-11","passed","2026-09-11","BK-28: Reorder ATCs","integration/test-builder/reorderAtcs.test.ts","",""
"","63","BK-368: should reject unauthenticated request (401)","integration","2026-09-11","passed","2026-09-11","BK-42: Heatmap - Security","integration/heatmap-defects/heatmapSecurity.test.ts","",""
"","365","BK-381: should reject invalid environment","integration","2026-09-11","passed","2026-09-11","BK-34: Run Execution Start","integration/run-execution/runStart.test.ts","",""
"","159","BK-421: should return 404 for missing test","integration","2026-09-11","passed","2026-09-11","BK-32: View ATCs","integration/test-builder/viewAtcs.test.ts","",""
"","206","BK-322: should list terminal runs only","integration","2026-09-11","passed","2026-09-11","BK-38: Run Reporting","integration/run-execution/runReporting.test.ts","",""
"","477","BK-389: should set finished_at","integration","2026-09-11","passed","2026-09-11","BK-39: Run Finish","integration/run-execution/runFinish.test.ts","",""
"","341","BK-346: should verify TMS-native defect without Jira sync","integration","2026-09-11","passed","2026-09-11","BK-40: Defect Filing","integration/heatmap-defects/defectFiling.test.ts","",""
"","155","BK-432: should handle duplicate tags","integration","2026-09-11","passed","2026-09-11","BK-33: Test Tags","integration/test-builder/testTags.test.ts","",""
"","156","BK-324: should handle invalid test","integration","2026-09-11","passed","2026-09-11","BK-38: Run Reporting","integration/run-execution/runReporting.test.ts","",""
"","60","BK-326: should reject unauthenticated","integration","2026-09-11","passed","2026-09-11","BK-38: Run Reporting","integration/run-execution/runReporting.test.ts","",""
"","150","BK-437: should handle optimistic lock","integration","2026-09-11","passed","2026-09-11","BK-33: Test Tags","integration/test-builder/testTags.test.ts","",""
"","148","BK-424: should meet performance target","integration","2026-09-11","passed","2026-09-11","BK-32: View ATCs","integration/test-builder/viewAtcs.test.ts","",""
"","303","BK-375: should start run successfully","integration","2026-09-11","passed","2026-09-11","BK-34: Run Execution Start","integration/run-execution/runStart.test.ts","",""
"","677","BK-387: should reject conflicting idempotency key","integration","2026-09-11","passed","2026-09-11","BK-34: Run Execution Start","integration/run-execution/runStart.test.ts","",""
"","207","BK-339: should reject invalid run_step_id for save","integration","2026-09-11","passed","2026-09-11","BK-40: Defect Filing","integration/heatmap-defects/defectFiling.test.ts","",""
"","181","BK-417: should view test with ATCs","integration","2026-09-11","passed","2026-09-11","BK-32: View ATCs","integration/test-builder/viewAtcs.test.ts","",""
"","179","BK-360: should handle curr 0 / prev > 0 (trend is negative)","integration","2026-09-11","passed","2026-09-11","BK-42: Heatmap - Trend","integration/heatmap-defects/heatmapTrend.test.ts","",""
"","159","BK-433: should normalize reserved tags to lowercase","integration","2026-09-11","passed","2026-09-11","BK-33: Test Tags","integration/test-builder/testTags.test.ts","",""
"","106","BK-435: should enforce max length","integration","2026-09-11","passed","2026-09-11","BK-33: Test Tags","integration/test-builder/testTags.test.ts","",""
"","106","BK-430: should reject too many tags","integration","2026-09-11","passed","2026-09-11","BK-33: Test Tags","integration/test-builder/testTags.test.ts","",""
"","222","BK-406: should detect no-op reorder","integration","2026-09-11","passed","2026-09-11","BK-28: Reorder ATCs","integration/test-builder/reorderAtcs.test.ts","",""
"","2633","UPEX-200: should load dashboard with authenticated session","e2e","2026-09-11","passed","2026-09-11","UPEX-200: Dashboard","e2e/dashboard/dashboard.test.ts","",""
"","171","BK-395: should reject cross-workspace finish","integration","2026-09-11","passed","2026-09-11","BK-39: Run Finish","integration/run-execution/runFinish.test.ts","",""
"","197","BK-414: should log reorder activity","integration","2026-09-11","passed","2026-09-11","BK-28: Reorder ATCs","integration/test-builder/reorderAtcs.test.ts","",""
"","167","BK-369: should reject non-member access (404)","integration","2026-09-11","passed","2026-09-11","BK-42: Heatmap - Security","integration/heatmap-defects/heatmapSecurity.test.ts","",""
"","172","BK-436: should filter tests by tag","integration","2026-09-11","passed","2026-09-11","BK-33: Test Tags","integration/test-builder/testTags.test.ts","",""
"","185","BK-410: should handle version conflict","integration","2026-09-11","passed","2026-09-11","BK-28: Reorder ATCs","integration/test-builder/reorderAtcs.test.ts","",""
"","193","BK-354: should verify UTC half-open window (start included)","integration","2026-09-11","passed","2026-09-11","BK-42: Heatmap - Positive","integration/heatmap-defects/heatmapPositive.test.ts","",""
"","207","BK-363: should show hotspot not color-only (count + tag + legend)","integration","2026-09-11","passed","2026-09-11","BK-42: Heatmap - Visual/a11y","integration/heatmap-defects/heatmapVisual.test.ts","",""
"","318","BK-396: should handle bug-driven finish","integration","2026-09-11","passed","2026-09-11","BK-39: Run Finish","integration/run-execution/runFinish.test.ts","",""
"","147","BK-426: should assign custom tags","integration","2026-09-11","passed","2026-09-11","BK-33: Test Tags","integration/test-builder/testTags.test.ts","",""
"","552","BK-352: should switch between 7d/30d/90d windows","integration","2026-09-11","passed","2026-09-11","BK-42: Heatmap - Positive","integration/heatmap-defects/heatmapPositive.test.ts","",""
"","179","BK-320: should list runs happy path","integration","2026-09-11","passed","2026-09-11","BK-38: Run Reporting","integration/run-execution/runReporting.test.ts","",""
"","510","UPEX-100: should get current user with valid token","integration","2026-09-11","passed","2026-09-11","UPEX-100: User Session API","integration/auth/user-session.test.ts","",""
"","167","BK-419: should view ATCs in order","integration","2026-09-11","passed","2026-09-11","BK-32: View ATCs","integration/test-builder/viewAtcs.test.ts","",""
"","318","BK-390: should bump version","integration","2026-09-11","passed","2026-09-11","BK-39: Run Finish","integration/run-execution/runFinish.test.ts","",""
"","75","BK-382: should reject unauthenticated","integration","2026-09-11","passed","2026-09-11","BK-34: Run Execution Start","integration/run-execution/runStart.test.ts","",""
"","239","BK-351: should get heatmap with default 30d window","integration","2026-09-11","passed","2026-09-11","BK-42: Heatmap - Positive","integration/heatmap-defects/heatmapPositive.test.ts","",""
"","266","BK-380: should reject invalid test","integration","2026-09-11","passed","2026-09-11","BK-34: Run Execution Start","integration/run-execution/runStart.test.ts","",""
"","167","BK-425: should assign reserved tags","integration","2026-09-11","passed","2026-09-11","BK-33: Test Tags","integration/test-builder/testTags.test.ts","",""
"","158","BK-356: should show rising trend with positive percent","integration","2026-09-11","passed","2026-09-11","BK-42: Heatmap - Trend","integration/heatmap-defects/heatmapTrend.test.ts","",""
"","300","BK-377: should start run with executor type","integration","2026-09-11","passed","2026-09-11","BK-34: Run Execution Start","integration/run-execution/runStart.test.ts","",""
"","203","BK-357: should show falling trend with negative percent","integration","2026-09-11","passed","2026-09-11","BK-42: Heatmap - Trend","integration/heatmap-defects/heatmapTrend.test.ts","",""
"","177","BK-415: should be retry-safe","integration","2026-09-11","passed","2026-09-11","BK-28: Reorder ATCs","integration/test-builder/reorderAtcs.test.ts","",""
"","248","BK-338: should reject invalid run_step_id","integration","2026-09-11","passed","2026-09-11","BK-40: Defect Filing","integration/heatmap-defects/defectFiling.test.ts","",""
"","5","Global Setup: prepare environment","global-setup","2026-09-11","passed","2026-09-11","","setup/global.setup.ts","",""
"","109","BK-431: should reject tag with comma","integration","2026-09-11","passed","2026-09-11","BK-33: Test Tags","integration/test-builder/testTags.test.ts","",""
"","94","UPEX-100: should fail without token","integration","2026-09-11","passed","2026-09-11","UPEX-100: User Session API","integration/auth/user-session.test.ts","",""
"","188","BK-367: should return generated_at timestamp","integration","2026-09-11","passed","2026-09-11","BK-42: Heatmap - Integration","integration/heatmap-defects/heatmapIntegration.test.ts","",""
"","159","BK-355: should verify end boundary excluded","integration","2026-09-11","passed","2026-09-11","BK-42: Heatmap - Positive","integration/heatmap-defects/heatmapPositive.test.ts","",""
"","371","UPEX-100: should be able to re-authenticate","integration","2026-09-11","passed","2026-09-11","UPEX-100: User Session API","integration/auth/user-session.test.ts","",""
"","523","BK-345: should accept evidence links without limit","integration","2026-09-11","passed","2026-09-11","BK-40: Defect Filing","integration/heatmap-defects/defectFiling.test.ts","",""
"","143","BK-341: should reject non-failed step action","integration","2026-09-11","passed","2026-09-11","BK-40: Defect Filing","integration/heatmap-defects/defectFiling.test.ts","",""
"","78","BK-408: should reject unauthenticated reorder","integration","2026-09-11","passed","2026-09-11","BK-28: Reorder ATCs","integration/test-builder/reorderAtcs.test.ts","",""
"","670","BK-386: should reject duplicate idempotency key","integration","2026-09-11","passed","2026-09-11","BK-34: Run Execution Start","integration/run-execution/runStart.test.ts","",""
"","102","BK-413: should reject empty chain","integration","2026-09-11","passed","2026-09-11","BK-28: Reorder ATCs","integration/test-builder/reorderAtcs.test.ts","",""
"","198","BK-343: should reject missing module","integration","2026-09-11","passed","2026-09-11","BK-40: Defect Filing","integration/heatmap-defects/defectFiling.test.ts","",""
