"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","688","BK-379: should be idempotent","integration","2026-09-16","passed","2026-09-16","BK-34: Run Execution Start","integration/run-execution/runStart.test.ts","",""
"","382","BK-377: should start run with executor type","integration","2026-09-16","passed","2026-09-16","BK-34: Run Execution Start","integration/run-execution/runStart.test.ts","",""
"","275","BK-419: should view ATCs in order","integration","2026-09-16","passed","2026-09-16","BK-32: View ATCs","integration/test-builder/viewAtcs.test.ts","",""
"","315","BK-406: should detect no-op reorder","integration","2026-09-16","passed","2026-09-16","BK-28: Reorder ATCs","integration/test-builder/reorderAtcs.test.ts","",""
"","398","BK-376: should start run with environment","integration","2026-09-16","passed","2026-09-16","BK-34: Run Execution Start","integration/run-execution/runStart.test.ts","",""
"","289","BK-363: should show hotspot not color-only (count + tag + legend)","integration","2026-09-16","passed","2026-09-16","BK-42: Heatmap - Visual/a11y","integration/heatmap-defects/heatmapVisual.test.ts","",""
"","271","BK-324: should handle invalid test","integration","2026-09-16","passed","2026-09-16","BK-38: Run Reporting","integration/run-execution/runReporting.test.ts","",""
"","434","BK-391: should mark remaining as skipped","integration","2026-09-16","passed","2026-09-16","BK-39: Run Finish","integration/run-execution/runFinish.test.ts","",""
"","275","BK-323: should show totals","integration","2026-09-16","passed","2026-09-16","BK-38: Run Reporting","integration/run-execution/runReporting.test.ts","",""
"","420","BK-338: should reject invalid run_step_id","integration","2026-09-16","passed","2026-09-16","BK-40: Defect Filing","integration/heatmap-defects/defectFiling.test.ts","",""
"","282","BK-383: should handle viewer role","integration","2026-09-16","passed","2026-09-16","BK-34: Run Execution Start","integration/run-execution/runStart.test.ts","",""
"","272","BK-356: should show rising trend with positive percent","integration","2026-09-16","passed","2026-09-16","BK-42: Heatmap - Trend","integration/heatmap-defects/heatmapTrend.test.ts","",""
"","295","BK-428: should remove all tags","integration","2026-09-16","passed","2026-09-16","BK-33: Test Tags","integration/test-builder/testTags.test.ts","",""
"","427","BK-392: should reject finishing already closed","integration","2026-09-16","passed","2026-09-16","BK-39: Run Finish","integration/run-execution/runFinish.test.ts","",""
"","287","BK-365: should show full module_path to disambiguate duplicate names","integration","2026-09-16","passed","2026-09-16","BK-42: Heatmap - Visual/a11y","integration/heatmap-defects/heatmapVisual.test.ts","",""
"","585","UPEX-100: should get current user with valid token","integration","2026-09-16","passed","2026-09-16","UPEX-100: User Session API","integration/auth/user-session.test.ts","",""
"","306","BK-343: should reject missing module","integration","2026-09-16","passed","2026-09-16","BK-40: Defect Filing","integration/heatmap-defects/defectFiling.test.ts","",""
"","382","BK-388: should finish run successfully","integration","2026-09-16","passed","2026-09-16","BK-39: Run Finish","integration/run-execution/runFinish.test.ts","",""
"","259","BK-412: should reject duplicate ATC IDs","integration","2026-09-16","passed","2026-09-16","BK-28: Reorder ATCs","integration/test-builder/reorderAtcs.test.ts","",""
"","252","BK-384: should reject empty test id","integration","2026-09-16","passed","2026-09-16","BK-34: Run Execution Start","integration/run-execution/runStart.test.ts","",""
"","315","BK-434: should trim custom tags","integration","2026-09-16","passed","2026-09-16","BK-33: Test Tags","integration/test-builder/testTags.test.ts","",""
"","527","UPEX-100: should be able to re-authenticate","integration","2026-09-16","passed","2026-09-16","UPEX-100: User Session API","integration/auth/user-session.test.ts","",""
"","287","BK-432: should handle duplicate tags","integration","2026-09-16","passed","2026-09-16","BK-33: Test Tags","integration/test-builder/testTags.test.ts","",""
"","308","BK-357: should show falling trend with negative percent","integration","2026-09-16","passed","2026-09-16","BK-42: Heatmap - Trend","integration/heatmap-defects/heatmapTrend.test.ts","",""
"","262","BK-422: should return 404 for foreign workspace","integration","2026-09-16","passed","2026-09-16","BK-32: View ATCs","integration/test-builder/viewAtcs.test.ts","",""
"","393","BK-380: should reject invalid test","integration","2026-09-16","passed","2026-09-16","BK-34: Run Execution Start","integration/run-execution/runStart.test.ts","",""
"","591","BK-405: should persist reordered ATCs","integration","2026-09-16","passed","2026-09-16","BK-28: Reorder ATCs","integration/test-builder/reorderAtcs.test.ts","",""
"","327","BK-339: should reject invalid run_step_id for save","integration","2026-09-16","passed","2026-09-16","BK-40: Defect Filing","integration/heatmap-defects/defectFiling.test.ts","",""
"","252","BK-435: should enforce max length","integration","2026-09-16","passed","2026-09-16","BK-33: Test Tags","integration/test-builder/testTags.test.ts","",""
"","391","BK-390: should bump version","integration","2026-09-16","passed","2026-09-16","BK-39: Run Finish","integration/run-execution/runFinish.test.ts","",""
"","301","BK-410: should handle version conflict","integration","2026-09-16","passed","2026-09-16","BK-28: Reorder ATCs","integration/test-builder/reorderAtcs.test.ts","",""
"","311","BK-414: should log reorder activity","integration","2026-09-16","passed","2026-09-16","BK-28: Reorder ATCs","integration/test-builder/reorderAtcs.test.ts","",""
"","373","BK-360: should handle curr 0 / prev > 0 (trend is negative)","integration","2026-09-16","passed","2026-09-16","BK-42: Heatmap - Trend","integration/heatmap-defects/heatmapTrend.test.ts","",""
"","352","BK-433: should normalize reserved tags to lowercase","integration","2026-09-16","passed","2026-09-16","BK-33: Test Tags","integration/test-builder/testTags.test.ts","",""
"","283","BK-359: should handle 0/0 flat (pct: 0)","integration","2026-09-16","passed","2026-09-16","BK-42: Heatmap - Trend","integration/heatmap-defects/heatmapTrend.test.ts","",""
"","285","BK-436: should filter tests by tag","integration","2026-09-16","passed","2026-09-16","BK-33: Test Tags","integration/test-builder/testTags.test.ts","",""
"","284","BK-409: should reject viewer role reorder","integration","2026-09-16","passed","2026-09-16","BK-28: Reorder ATCs","integration/test-builder/reorderAtcs.test.ts","",""
"","312","BK-353: should hide archived modules","integration","2026-09-16","passed","2026-09-16","BK-42: Heatmap - Positive","integration/heatmap-defects/heatmapPositive.test.ts","",""
"","212","UPEX-100: should fail without token","integration","2026-09-16","passed","2026-09-16","UPEX-100: User Session API","integration/auth/user-session.test.ts","",""
"","259","BK-431: should reject tag with comma","integration","2026-09-16","passed","2026-09-16","BK-33: Test Tags","integration/test-builder/testTags.test.ts","",""
"","307","BK-417: should view test with ATCs","integration","2026-09-16","passed","2026-09-16","BK-32: View ATCs","integration/test-builder/viewAtcs.test.ts","",""
"","852","BK-352: should switch between 7d/30d/90d windows","integration","2026-09-16","passed","2026-09-16","BK-42: Heatmap - Positive","integration/heatmap-defects/heatmapPositive.test.ts","",""
"","275","BK-369: should reject non-member access (404)","integration","2026-09-16","passed","2026-09-16","BK-42: Heatmap - Security","integration/heatmap-defects/heatmapSecurity.test.ts","",""
"","816","UPEX-200: should access user info via API with session token","e2e","2026-09-16","passed","2026-09-16","UPEX-200: Dashboard","e2e/dashboard/dashboard.test.ts","",""
"","276","BK-437: should handle optimistic lock","integration","2026-09-16","passed","2026-09-16","BK-33: Test Tags","integration/test-builder/testTags.test.ts","",""
"","248","BK-385: should reject empty environment id","integration","2026-09-16","passed","2026-09-16","BK-34: Run Execution Start","integration/run-execution/runStart.test.ts","",""
"","399","BK-393: should integrate with run lifecycle","integration","2026-09-16","passed","2026-09-16","BK-39: Run Finish","integration/run-execution/runFinish.test.ts","",""
"","3910","UI Setup: authenticate via UI","ui-setup","2026-09-16","passed","2026-09-16","","setup/ui-auth.setup.ts","",""
"","279","BK-418: should view ATCs expanded","integration","2026-09-16","passed","2026-09-16","BK-32: View ATCs","integration/test-builder/viewAtcs.test.ts","",""
"","309","BK-415: should be retry-safe","integration","2026-09-16","passed","2026-09-16","BK-28: Reorder ATCs","integration/test-builder/reorderAtcs.test.ts","",""
"","289","BK-423: should view test read-only","integration","2026-09-16","passed","2026-09-16","BK-32: View ATCs","integration/test-builder/viewAtcs.test.ts","",""
"","198","BK-326: should reject unauthenticated","integration","2026-09-16","passed","2026-09-16","BK-38: Run Reporting","integration/run-execution/runReporting.test.ts","",""
"","369","BK-396: should handle bug-driven finish","integration","2026-09-16","passed","2026-09-16","BK-39: Run Finish","integration/run-execution/runFinish.test.ts","",""
"","244","BK-430: should reject too many tags","integration","2026-09-16","passed","2026-09-16","BK-33: Test Tags","integration/test-builder/testTags.test.ts","",""
"","290","BK-367: should return generated_at timestamp","integration","2026-09-16","passed","2026-09-16","BK-42: Heatmap - Integration","integration/heatmap-defects/heatmapIntegration.test.ts","",""
"","372","BK-425: should assign reserved tags","integration","2026-09-16","passed","2026-09-16","BK-33: Test Tags","integration/test-builder/testTags.test.ts","",""
"","275","BK-320: should list runs happy path","integration","2026-09-16","passed","2026-09-16","BK-38: Run Reporting","integration/run-execution/runReporting.test.ts","",""
"","324","BK-361: should show parent rollup via path-prefix","integration","2026-09-16","passed","2026-09-16","BK-42: Heatmap - Hierarchy","integration/heatmap-defects/heatmapHierarchy.test.ts","",""
"","4","Global Teardown: generate reports and sync TMS","global-teardown","2026-09-16","passed","2026-09-16","","teardown/global.teardown.ts","",""
"","284","BK-429: should reject invalid tag format","integration","2026-09-16","passed","2026-09-16","BK-33: Test Tags","integration/test-builder/testTags.test.ts","",""
"","262","BK-395: should reject cross-workspace finish","integration","2026-09-16","passed","2026-09-16","BK-39: Run Finish","integration/run-execution/runFinish.test.ts","",""
"","356","BK-342: should reject invalid title length","integration","2026-09-16","passed","2026-09-16","BK-40: Defect Filing","integration/heatmap-defects/defectFiling.test.ts","",""
"","272","BK-358: should handle prev 0 / curr > 0 (pct: null)","integration","2026-09-16","passed","2026-09-16","BK-42: Heatmap - Trend","integration/heatmap-defects/heatmapTrend.test.ts","",""
"","199","BK-382: should reject unauthenticated","integration","2026-09-16","passed","2026-09-16","BK-34: Run Execution Start","integration/run-execution/runStart.test.ts","",""
"","269","BK-355: should verify end boundary excluded","integration","2026-09-16","passed","2026-09-16","BK-42: Heatmap - Positive","integration/heatmap-defects/heatmapPositive.test.ts","",""
"","274","BK-438: should log tags activity","integration","2026-09-16","passed","2026-09-16","BK-33: Test Tags","integration/test-builder/testTags.test.ts","",""
"","302","BK-426: should assign custom tags","integration","2026-09-16","passed","2026-09-16","BK-33: Test Tags","integration/test-builder/testTags.test.ts","",""
