"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","483","BK-429: should reject invalid tag format","integration","2026-09-05","passed","2026-09-05","BK-33: Test Tags","integration/test-builder/testTags.test.ts","",""
"","232","BK-430: should reject too many tags","integration","2026-09-05","passed","2026-09-05","BK-33: Test Tags","integration/test-builder/testTags.test.ts","",""
"","252","BK-360: should handle curr 0 / prev > 0 (trend is negative)","integration","2026-09-05","passed","2026-09-05","BK-42: Heatmap - Trend","integration/heatmap-defects/heatmapTrend.test.ts","",""
"","231","BK-421: should return 404 for missing test","integration","2026-09-05","passed","2026-09-05","BK-32: View ATCs","integration/test-builder/viewAtcs.test.ts","",""
"","295","BK-417: should view test with ATCs","integration","2026-09-05","passed","2026-09-05","BK-32: View ATCs","integration/test-builder/viewAtcs.test.ts","",""
"","250","BK-363: should show hotspot not color-only (count + tag + legend)","integration","2026-09-05","passed","2026-09-05","BK-42: Heatmap - Visual/a11y","integration/heatmap-defects/heatmapVisual.test.ts","",""
"","240","BK-385: should reject empty environment id","integration","2026-09-05","passed","2026-09-05","BK-34: Run Execution Start","integration/run-execution/runStart.test.ts","",""
"","246","BK-422: should return 404 for foreign workspace","integration","2026-09-05","passed","2026-09-05","BK-32: View ATCs","integration/test-builder/viewAtcs.test.ts","",""
"","285","BK-325: should integrate with test","integration","2026-09-05","passed","2026-09-05","BK-38: Run Reporting","integration/run-execution/runReporting.test.ts","",""
"","244","BK-433: should normalize reserved tags to lowercase","integration","2026-09-05","passed","2026-09-05","BK-33: Test Tags","integration/test-builder/testTags.test.ts","",""
"","242","BK-356: should show rising trend with positive percent","integration","2026-09-05","passed","2026-09-05","BK-42: Heatmap - Trend","integration/heatmap-defects/heatmapTrend.test.ts","",""
"","191","BK-394: should reject unauthenticated finish","integration","2026-09-05","passed","2026-09-05","BK-39: Run Finish","integration/run-execution/runFinish.test.ts","",""
"","335","BK-390: should bump version","integration","2026-09-05","passed","2026-09-05","BK-39: Run Finish","integration/run-execution/runFinish.test.ts","",""
"","960","BK-386: should reject duplicate idempotency key","integration","2026-09-05","passed","2026-09-05","BK-34: Run Execution Start","integration/run-execution/runStart.test.ts","",""
"","758","BK-352: should switch between 7d/30d/90d windows","integration","2026-09-05","passed","2026-09-05","BK-42: Heatmap - Positive","integration/heatmap-defects/heatmapPositive.test.ts","",""
