"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","167","BK-417: should view test with ATCs","integration","2026-08-27","passed","2026-08-27","BK-32: View ATCs","integration/test-builder/viewAtcs.test.ts","",""
"","188","BK-409: should reject viewer role reorder","integration","2026-08-27","passed","2026-08-27","BK-28: Reorder ATCs","integration/test-builder/reorderAtcs.test.ts","",""
"","561","UPEX-100: should get current user with valid token","integration","2026-08-27","passed","2026-08-27","UPEX-100: User Session API","integration/auth/user-session.test.ts","",""
"","178","BK-418: should view ATCs expanded","integration","2026-08-27","passed","2026-08-27","BK-32: View ATCs","integration/test-builder/viewAtcs.test.ts","",""
"","181","BK-353: should hide archived modules","integration","2026-08-27","passed","2026-08-27","BK-42: Heatmap - Positive","integration/heatmap-defects/heatmapPositive.test.ts","",""
"","260","BK-430: should reject too many tags","integration","2026-08-27","passed","2026-08-27","BK-33: Test Tags","integration/test-builder/testTags.test.ts","",""
"","187","BK-414: should log reorder activity","integration","2026-08-27","passed","2026-08-27","BK-28: Reorder ATCs","integration/test-builder/reorderAtcs.test.ts","",""
"","375","BK-346: should verify TMS-native defect without Jira sync","integration","2026-08-27","passed","2026-08-27","BK-40: Defect Filing","integration/heatmap-defects/defectFiling.test.ts","",""
"","1656","UPEX-200: should load dashboard with authenticated session","e2e","2026-08-27","passed","2026-08-27","UPEX-200: Dashboard","e2e/dashboard/dashboard.test.ts","",""
"","187","BK-356: should show rising trend with positive percent","integration","2026-08-27","passed","2026-08-27","BK-42: Heatmap - Trend","integration/heatmap-defects/heatmapTrend.test.ts","",""
"","441","BK-425: should assign reserved tags","integration","2026-08-27","passed","2026-08-27","BK-33: Test Tags","integration/test-builder/testTags.test.ts","",""
"","109","BK-408: should reject unauthenticated reorder","integration","2026-08-27","passed","2026-08-27","BK-28: Reorder ATCs","integration/test-builder/reorderAtcs.test.ts","",""
"","171","BK-385: should reject empty environment id","integration","2026-08-27","passed","2026-08-27","BK-34: Run Execution Start","integration/run-execution/runStart.test.ts","",""
"","659","UPEX-200: should access user info via API with session token","e2e","2026-08-27","passed","2026-08-27","UPEX-200: Dashboard","e2e/dashboard/dashboard.test.ts","",""
"","172","BK-362: should show child keeps own non-collapsed cell","integration","2026-08-27","passed","2026-08-27","BK-42: Heatmap - Hierarchy","integration/heatmap-defects/heatmapHierarchy.test.ts","",""
"","339","BK-377: should start run with executor type","integration","2026-08-27","passed","2026-08-27","BK-34: Run Execution Start","integration/run-execution/runStart.test.ts","",""
"","683","BK-387: should reject conflicting idempotency key","integration","2026-08-27","passed","2026-08-27","BK-34: Run Execution Start","integration/run-execution/runStart.test.ts","",""
"","295","BK-380: should reject invalid test","integration","2026-08-27","passed","2026-08-27","BK-34: Run Execution Start","integration/run-execution/runStart.test.ts","",""
"","152","BK-431: should reject tag with comma","integration","2026-08-27","passed","2026-08-27","BK-33: Test Tags","integration/test-builder/testTags.test.ts","",""
"","165","BK-438: should log tags activity","integration","2026-08-27","passed","2026-08-27","BK-33: Test Tags","integration/test-builder/testTags.test.ts","",""
"","261","BK-375: should start run successfully","integration","2026-08-27","passed","2026-08-27","BK-34: Run Execution Start","integration/run-execution/runStart.test.ts","",""
"","198","BK-361: should show parent rollup via path-prefix","integration","2026-08-27","passed","2026-08-27","BK-42: Heatmap - Hierarchy","integration/heatmap-defects/heatmapHierarchy.test.ts","",""
"","177","BK-325: should integrate with test","integration","2026-08-27","passed","2026-08-27","BK-38: Run Reporting","integration/run-execution/runReporting.test.ts","",""
"","157","BK-394: should reject unauthenticated finish","integration","2026-08-27","passed","2026-08-27","BK-39: Run Finish","integration/run-execution/runFinish.test.ts","",""
"","254","BK-376: should start run with environment","integration","2026-08-27","passed","2026-08-27","BK-34: Run Execution Start","integration/run-execution/runStart.test.ts","",""
"","177","BK-322: should list terminal runs only","integration","2026-08-27","passed","2026-08-27","BK-38: Run Reporting","integration/run-execution/runReporting.test.ts","",""
"","3","Global Setup: prepare environment","global-setup","2026-08-27","passed","2026-08-27","","setup/global.setup.ts","",""
"","173","BK-423: should view test read-only","integration","2026-08-27","passed","2026-08-27","BK-32: View ATCs","integration/test-builder/viewAtcs.test.ts","",""
"","186","BK-436: should filter tests by tag","integration","2026-08-27","passed","2026-08-27","BK-33: Test Tags","integration/test-builder/testTags.test.ts","",""
"","194","BK-343: should reject missing module","integration","2026-08-27","passed","2026-08-27","BK-40: Defect Filing","integration/heatmap-defects/defectFiling.test.ts","",""
