"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","286","BK-343: should reject missing module","integration","2026-09-15","passed","2026-09-15","BK-40: Defect Filing","integration/heatmap-defects/defectFiling.test.ts","",""
"","384","BK-393: should integrate with run lifecycle","integration","2026-09-15","passed","2026-09-15","BK-39: Run Finish","integration/run-execution/runFinish.test.ts","",""
"","262","BK-353: should hide archived modules","integration","2026-09-15","passed","2026-09-15","BK-42: Heatmap - Positive","integration/heatmap-defects/heatmapPositive.test.ts","",""
"","224","BK-412: should reject duplicate ATC IDs","integration","2026-09-15","passed","2026-09-15","BK-28: Reorder ATCs","integration/test-builder/reorderAtcs.test.ts","",""
"","763","BK-379: should be idempotent","integration","2026-09-15","passed","2026-09-15","BK-34: Run Execution Start","integration/run-execution/runStart.test.ts","",""
"","464","BK-377: should start run with executor type","integration","2026-09-15","passed","2026-09-15","BK-34: Run Execution Start","integration/run-execution/runStart.test.ts","",""
"","324","BK-407: should handle single ATC no-op","integration","2026-09-15","passed","2026-09-15","BK-28: Reorder ATCs","integration/test-builder/reorderAtcs.test.ts","",""
"","263","BK-356: should show rising trend with positive percent","integration","2026-09-15","passed","2026-09-15","BK-42: Heatmap - Trend","integration/heatmap-defects/heatmapTrend.test.ts","",""
"","366","BK-390: should bump version","integration","2026-09-15","passed","2026-09-15","BK-39: Run Finish","integration/run-execution/runFinish.test.ts","",""
"","220","BK-430: should reject too many tags","integration","2026-09-15","passed","2026-09-15","BK-33: Test Tags","integration/test-builder/testTags.test.ts","",""
"","267","BK-322: should list terminal runs only","integration","2026-09-15","passed","2026-09-15","BK-38: Run Reporting","integration/run-execution/runReporting.test.ts","",""
"","2514","API Setup: authenticate via API","api-setup","2026-09-15","passed","2026-09-15","","setup/api-auth.setup.ts","",""
"","290","BK-406: should detect no-op reorder","integration","2026-09-15","passed","2026-09-15","BK-28: Reorder ATCs","integration/test-builder/reorderAtcs.test.ts","",""
"","269","BK-367: should return generated_at timestamp","integration","2026-09-15","passed","2026-09-15","BK-42: Heatmap - Integration","integration/heatmap-defects/heatmapIntegration.test.ts","",""
