"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","402","BK-390: should bump version","integration","2026-09-07","passed","2026-09-07","BK-39: Run Finish","integration/run-execution/runFinish.test.ts","",""
"","446","BK-338: should reject invalid run_step_id","integration","2026-09-07","passed","2026-09-07","BK-40: Defect Filing","integration/heatmap-defects/defectFiling.test.ts","",""
"","251","BK-424: should meet performance target","integration","2026-09-07","passed","2026-09-07","BK-32: View ATCs","integration/test-builder/viewAtcs.test.ts","",""
"","252","BK-342: should reject invalid title length","integration","2026-09-07","passed","2026-09-07","BK-40: Defect Filing","integration/heatmap-defects/defectFiling.test.ts","",""
"","278","BK-345: should accept evidence links without limit","integration","2026-09-07","passed","2026-09-07","BK-40: Defect Filing","integration/heatmap-defects/defectFiling.test.ts","",""
"","258","BK-383: should handle viewer role","integration","2026-09-07","passed","2026-09-07","BK-34: Run Execution Start","integration/run-execution/runStart.test.ts","",""
"","400","UPEX-100: should be able to re-authenticate","integration","2026-09-07","passed","2026-09-07","UPEX-100: User Session API","integration/auth/user-session.test.ts","",""
"","2","Global Teardown: generate reports and sync TMS","global-teardown","2026-09-07","passed","2026-09-07","","teardown/global.teardown.ts","",""
"","219","BK-430: should reject too many tags","integration","2026-09-07","passed","2026-09-07","BK-33: Test Tags","integration/test-builder/testTags.test.ts","",""
"","432","BK-388: should finish run successfully","integration","2026-09-07","passed","2026-09-07","BK-39: Run Finish","integration/run-execution/runFinish.test.ts","",""
"","286","BK-414: should log reorder activity","integration","2026-09-07","passed","2026-09-07","BK-28: Reorder ATCs","integration/test-builder/reorderAtcs.test.ts","",""
"","234","BK-431: should reject tag with comma","integration","2026-09-07","passed","2026-09-07","BK-33: Test Tags","integration/test-builder/testTags.test.ts","",""
"","289","BK-413: should reject empty chain","integration","2026-09-07","passed","2026-09-07","BK-28: Reorder ATCs","integration/test-builder/reorderAtcs.test.ts","",""
"","655","BK-379: should be idempotent","integration","2026-09-07","passed","2026-09-07","BK-34: Run Execution Start","integration/run-execution/runStart.test.ts","",""
"","280","BK-360: should handle curr 0 / prev > 0 (trend is negative)","integration","2026-09-07","passed","2026-09-07","BK-42: Heatmap - Trend","integration/heatmap-defects/heatmapTrend.test.ts","",""
"","293","BK-366: should return fresh data via live RPC (no MV)","integration","2026-09-07","passed","2026-09-07","BK-42: Heatmap - Integration","integration/heatmap-defects/heatmapIntegration.test.ts","",""
"","296","BK-356: should show rising trend with positive percent","integration","2026-09-07","passed","2026-09-07","BK-42: Heatmap - Trend","integration/heatmap-defects/heatmapTrend.test.ts","",""
"","938","BK-387: should reject conflicting idempotency key","integration","2026-09-07","passed","2026-09-07","BK-34: Run Execution Start","integration/run-execution/runStart.test.ts","",""
