"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","262","BK-421: should return 404 for missing test","integration","2026-09-01","passed","2026-09-01","BK-32: View ATCs","integration/test-builder/viewAtcs.test.ts","",""
"","331","BK-407: should handle single ATC no-op","integration","2026-09-01","passed","2026-09-01","BK-28: Reorder ATCs","integration/test-builder/reorderAtcs.test.ts","",""
"","266","BK-356: should show rising trend with positive percent","integration","2026-09-01","passed","2026-09-01","BK-42: Heatmap - Trend","integration/heatmap-defects/heatmapTrend.test.ts","",""
"","256","BK-395: should reject cross-workspace finish","integration","2026-09-01","passed","2026-09-01","BK-39: Run Finish","integration/run-execution/runFinish.test.ts","",""
"","258","BK-357: should show falling trend with negative percent","integration","2026-09-01","passed","2026-09-01","BK-42: Heatmap - Trend","integration/heatmap-defects/heatmapTrend.test.ts","",""
"","301","BK-415: should be retry-safe","integration","2026-09-01","passed","2026-09-01","BK-28: Reorder ATCs","integration/test-builder/reorderAtcs.test.ts","",""
"","246","BK-423: should view test read-only","integration","2026-09-01","passed","2026-09-01","BK-32: View ATCs","integration/test-builder/viewAtcs.test.ts","",""
"","1073","UPEX-200: should access user info via API with session token","e2e","2026-09-01","passed","2026-09-01","UPEX-200: Dashboard","e2e/dashboard/dashboard.test.ts","",""
"","202","BK-368: should reject unauthenticated request (401)","integration","2026-09-01","passed","2026-09-01","BK-42: Heatmap - Security","integration/heatmap-defects/heatmapSecurity.test.ts","",""
"","220","BK-430: should reject too many tags","integration","2026-09-01","passed","2026-09-01","BK-33: Test Tags","integration/test-builder/testTags.test.ts","",""
"","402","BK-366: should return fresh data via live RPC (no MV)","integration","2026-09-01","passed","2026-09-01","BK-42: Heatmap - Integration","integration/heatmap-defects/heatmapIntegration.test.ts","",""
"","291","BK-409: should reject viewer role reorder","integration","2026-09-01","passed","2026-09-01","BK-28: Reorder ATCs","integration/test-builder/reorderAtcs.test.ts","",""
"","245","BK-431: should reject tag with comma","integration","2026-09-01","passed","2026-09-01","BK-33: Test Tags","integration/test-builder/testTags.test.ts","",""
"","353","BK-389: should set finished_at","integration","2026-09-01","passed","2026-09-01","BK-39: Run Finish","integration/run-execution/runFinish.test.ts","",""
"","278","BK-360: should handle curr 0 / prev > 0 (trend is negative)","integration","2026-09-01","passed","2026-09-01","BK-42: Heatmap - Trend","integration/heatmap-defects/heatmapTrend.test.ts","",""
"","316","BK-414: should log reorder activity","integration","2026-09-01","passed","2026-09-01","BK-28: Reorder ATCs","integration/test-builder/reorderAtcs.test.ts","",""
"","184","BK-408: should reject unauthenticated reorder","integration","2026-09-01","passed","2026-09-01","BK-28: Reorder ATCs","integration/test-builder/reorderAtcs.test.ts","",""
"","277","BK-429: should reject invalid tag format","integration","2026-09-01","passed","2026-09-01","BK-33: Test Tags","integration/test-builder/testTags.test.ts","",""
"","261","BK-432: should handle duplicate tags","integration","2026-09-01","passed","2026-09-01","BK-33: Test Tags","integration/test-builder/testTags.test.ts","",""
"","247","BK-422: should return 404 for foreign workspace","integration","2026-09-01","passed","2026-09-01","BK-32: View ATCs","integration/test-builder/viewAtcs.test.ts","",""
"","242","BK-385: should reject empty environment id","integration","2026-09-01","passed","2026-09-01","BK-34: Run Execution Start","integration/run-execution/runStart.test.ts","",""
