"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","263","BK-367: should return generated_at timestamp","integration","2026-08-25","passed","2026-08-25","BK-42: Heatmap - Integration","integration/heatmap-defects/heatmapIntegration.test.ts","",""
"","315","BK-388: should finish run successfully","integration","2026-08-25","passed","2026-08-25","BK-39: Run Finish","integration/run-execution/runFinish.test.ts","",""
"","198","BK-353: should hide archived modules","integration","2026-08-25","passed","2026-08-25","BK-42: Heatmap - Positive","integration/heatmap-defects/heatmapPositive.test.ts","",""
"","396","BK-405: should persist reordered ATCs","integration","2026-08-25","passed","2026-08-25","BK-28: Reorder ATCs","integration/test-builder/reorderAtcs.test.ts","",""
"","481","BK-379: should be idempotent","integration","2026-08-25","passed","2026-08-25","BK-34: Run Execution Start","integration/run-execution/runStart.test.ts","",""
"","227","BK-425: should assign reserved tags","integration","2026-08-25","passed","2026-08-25","BK-33: Test Tags","integration/test-builder/testTags.test.ts","",""
"","218","BK-410: should handle version conflict","integration","2026-08-25","passed","2026-08-25","BK-28: Reorder ATCs","integration/test-builder/reorderAtcs.test.ts","",""
"","207","BK-406: should detect no-op reorder","integration","2026-08-25","passed","2026-08-25","BK-28: Reorder ATCs","integration/test-builder/reorderAtcs.test.ts","",""
"","197","BK-364: should show trend as word + delta + icon label","integration","2026-08-25","passed","2026-08-25","BK-42: Heatmap - Visual/a11y","integration/heatmap-defects/heatmapVisual.test.ts","",""
"","190","BK-421: should return 404 for missing test","integration","2026-08-25","passed","2026-08-25","BK-32: View ATCs","integration/test-builder/viewAtcs.test.ts","",""
"","428","BK-346: should verify TMS-native defect without Jira sync","integration","2026-08-25","passed","2026-08-25","BK-40: Defect Filing","integration/heatmap-defects/defectFiling.test.ts","",""
"","244","BK-423: should view test read-only","integration","2026-08-25","passed","2026-08-25","BK-32: View ATCs","integration/test-builder/viewAtcs.test.ts","",""
"","200","BK-437: should handle optimistic lock","integration","2026-08-25","passed","2026-08-25","BK-33: Test Tags","integration/test-builder/testTags.test.ts","",""
"","200","BK-361: should show parent rollup via path-prefix","integration","2026-08-25","passed","2026-08-25","BK-42: Heatmap - Hierarchy","integration/heatmap-defects/heatmapHierarchy.test.ts","",""
"","189","BK-438: should log tags activity","integration","2026-08-25","passed","2026-08-25","BK-33: Test Tags","integration/test-builder/testTags.test.ts","",""
"","405","BK-391: should mark remaining as skipped","integration","2026-08-25","passed","2026-08-25","BK-39: Run Finish","integration/run-execution/runFinish.test.ts","",""
"","168","BK-411: should reject chain mismatch","integration","2026-08-25","passed","2026-08-25","BK-28: Reorder ATCs","integration/test-builder/reorderAtcs.test.ts","",""
"","185","BK-420: should view ATCs with latest content","integration","2026-08-25","passed","2026-08-25","BK-32: View ATCs","integration/test-builder/viewAtcs.test.ts","",""
"","347","BK-381: should reject invalid environment","integration","2026-08-25","passed","2026-08-25","BK-34: Run Execution Start","integration/run-execution/runStart.test.ts","",""
"","293","BK-338: should reject invalid run_step_id","integration","2026-08-25","passed","2026-08-25","BK-40: Defect Filing","integration/heatmap-defects/defectFiling.test.ts","",""
"","184","BK-320: should list runs happy path","integration","2026-08-25","passed","2026-08-25","BK-38: Run Reporting","integration/run-execution/runReporting.test.ts","",""
"","286","BK-376: should start run with environment","integration","2026-08-25","passed","2026-08-25","BK-34: Run Execution Start","integration/run-execution/runStart.test.ts","",""
"","178","BK-325: should integrate with test","integration","2026-08-25","passed","2026-08-25","BK-38: Run Reporting","integration/run-execution/runReporting.test.ts","",""
"","4","Global Setup: prepare environment","global-setup","2026-08-25","passed","2026-08-25","","setup/global.setup.ts","",""
"","298","BK-377: should start run with executor type","integration","2026-08-25","passed","2026-08-25","BK-34: Run Execution Start","integration/run-execution/runStart.test.ts","",""
"","281","BK-396: should handle bug-driven finish","integration","2026-08-25","passed","2026-08-25","BK-39: Run Finish","integration/run-execution/runFinish.test.ts","",""
"","183","BK-432: should handle duplicate tags","integration","2026-08-25","passed","2026-08-25","BK-33: Test Tags","integration/test-builder/testTags.test.ts","",""
"","189","BK-385: should reject empty environment id","integration","2026-08-25","passed","2026-08-25","BK-34: Run Execution Start","integration/run-execution/runStart.test.ts","",""
"","184","BK-323: should show totals","integration","2026-08-25","passed","2026-08-25","BK-38: Run Reporting","integration/run-execution/runReporting.test.ts","",""
"","120","BK-370: should reject unsupported window (400/401)","integration","2026-08-25","passed","2026-08-25","BK-42: Heatmap - Negative","integration/heatmap-defects/heatmapNegative.test.ts","",""
"","219","BK-428: should remove all tags","integration","2026-08-25","passed","2026-08-25","BK-33: Test Tags","integration/test-builder/testTags.test.ts","",""
"","189","BK-362: should show child keeps own non-collapsed cell","integration","2026-08-25","passed","2026-08-25","BK-42: Heatmap - Hierarchy","integration/heatmap-defects/heatmapHierarchy.test.ts","",""
"","602","UPEX-100: should get current user with valid token","integration","2026-08-25","passed","2026-08-25","UPEX-100: User Session API","integration/auth/user-session.test.ts","",""
"","222","BK-417: should view test with ATCs","integration","2026-08-25","passed","2026-08-25","BK-32: View ATCs","integration/test-builder/viewAtcs.test.ts","",""
"","186","BK-419: should view ATCs in order","integration","2026-08-25","passed","2026-08-25","BK-32: View ATCs","integration/test-builder/viewAtcs.test.ts","",""
