"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","238","BK-351: should get heatmap with default 30d window","integration","2026-09-21","passed","2026-09-21","BK-42: Heatmap - Positive","integration/heatmap-defects/heatmapPositive.test.ts","",""
"","110","BK-344: should reject invalid severity","integration","2026-09-21","passed","2026-09-21","BK-40: Defect Filing","integration/heatmap-defects/defectFiling.test.ts","",""
"","3","Global Setup: prepare environment","global-setup","2026-09-21","passed","2026-09-21","","setup/global.setup.ts","",""
"","118","BK-342: should reject invalid title length","integration","2026-09-21","passed","2026-09-21","BK-40: Defect Filing","integration/heatmap-defects/defectFiling.test.ts","",""
"","97","UPEX-100: should fail without token","integration","2026-09-21","passed","2026-09-21","UPEX-100: User Session API","integration/auth/user-session.test.ts","",""
"","145","BK-406: should detect no-op reorder","integration","2026-09-21","passed","2026-09-21","BK-28: Reorder ATCs","integration/test-builder/reorderAtcs.test.ts","",""
"","142","BK-360: should handle curr 0 / prev > 0 (trend is negative)","integration","2026-09-21","passed","2026-09-21","BK-42: Heatmap - Trend","integration/heatmap-defects/heatmapTrend.test.ts","",""
"","542","BK-379: should be idempotent","integration","2026-09-21","passed","2026-09-21","BK-34: Run Execution Start","integration/run-execution/runStart.test.ts","",""
"","121","BK-421: should return 404 for missing test","integration","2026-09-21","passed","2026-09-21","BK-32: View ATCs","integration/test-builder/viewAtcs.test.ts","",""
"","148","BK-356: should show rising trend with positive percent","integration","2026-09-21","passed","2026-09-21","BK-42: Heatmap - Trend","integration/heatmap-defects/heatmapTrend.test.ts","",""
"","127","BK-438: should log tags activity","integration","2026-09-21","passed","2026-09-21","BK-33: Test Tags","integration/test-builder/testTags.test.ts","",""
"","578","BK-387: should reject conflicting idempotency key","integration","2026-09-21","passed","2026-09-21","BK-34: Run Execution Start","integration/run-execution/runStart.test.ts","",""
"","175","BK-365: should show full module_path to disambiguate duplicate names","integration","2026-09-21","passed","2026-09-21","BK-42: Heatmap - Visual/a11y","integration/heatmap-defects/heatmapVisual.test.ts","",""
"","300","BK-389: should set finished_at","integration","2026-09-21","passed","2026-09-21","BK-39: Run Finish","integration/run-execution/runFinish.test.ts","",""
"","242","BK-380: should reject invalid test","integration","2026-09-21","passed","2026-09-21","BK-34: Run Execution Start","integration/run-execution/runStart.test.ts","",""
"","179","BK-345: should accept evidence links without limit","integration","2026-09-21","passed","2026-09-21","BK-40: Defect Filing","integration/heatmap-defects/defectFiling.test.ts","",""
"","2204","API Setup: authenticate via API","api-setup","2026-09-21","passed","2026-09-21","","setup/api-auth.setup.ts","",""
"","427","BK-352: should switch between 7d/30d/90d windows","integration","2026-09-21","passed","2026-09-21","BK-42: Heatmap - Positive","integration/heatmap-defects/heatmapPositive.test.ts","",""
"","245","UPEX-100: should be able to re-authenticate","integration","2026-09-21","passed","2026-09-21","UPEX-100: User Session API","integration/auth/user-session.test.ts","",""
"","143","BK-410: should handle version conflict","integration","2026-09-21","passed","2026-09-21","BK-28: Reorder ATCs","integration/test-builder/reorderAtcs.test.ts","",""
"","141","BK-323: should show totals","integration","2026-09-21","passed","2026-09-21","BK-38: Run Reporting","integration/run-execution/runReporting.test.ts","",""
"","54","BK-408: should reject unauthenticated reorder","integration","2026-09-21","passed","2026-09-21","BK-28: Reorder ATCs","integration/test-builder/reorderAtcs.test.ts","",""
"","225","BK-422: should return 404 for foreign workspace","integration","2026-09-21","passed","2026-09-21","BK-32: View ATCs","integration/test-builder/viewAtcs.test.ts","",""
"","131","BK-324: should handle invalid test","integration","2026-09-21","passed","2026-09-21","BK-38: Run Reporting","integration/run-execution/runReporting.test.ts","",""
"","148","BK-409: should reject viewer role reorder","integration","2026-09-21","passed","2026-09-21","BK-28: Reorder ATCs","integration/test-builder/reorderAtcs.test.ts","",""
"","170","BK-404: should reorder ATCs successfully","integration","2026-09-21","passed","2026-09-21","BK-28: Reorder ATCs","integration/test-builder/reorderAtcs.test.ts","",""
"","157","BK-339: should reject invalid run_step_id for save","integration","2026-09-21","passed","2026-09-21","BK-40: Defect Filing","integration/heatmap-defects/defectFiling.test.ts","",""
"","243","BK-375: should start run successfully","integration","2026-09-21","passed","2026-09-21","BK-34: Run Execution Start","integration/run-execution/runStart.test.ts","",""
"","756","UPEX-200: should access user info via API with session token","e2e","2026-09-21","passed","2026-09-21","UPEX-200: Dashboard","e2e/dashboard/dashboard.test.ts","",""
"","132","BK-321: should list runs newest first","integration","2026-09-21","passed","2026-09-21","BK-38: Run Reporting","integration/run-execution/runReporting.test.ts","",""
"","148","BK-428: should remove all tags","integration","2026-09-21","passed","2026-09-21","BK-33: Test Tags","integration/test-builder/testTags.test.ts","",""
"","134","BK-418: should view ATCs expanded","integration","2026-09-21","passed","2026-09-21","BK-32: View ATCs","integration/test-builder/viewAtcs.test.ts","",""
"","140","BK-420: should view ATCs with latest content","integration","2026-09-21","passed","2026-09-21","BK-32: View ATCs","integration/test-builder/viewAtcs.test.ts","",""
"","341","BK-346: should verify TMS-native defect without Jira sync","integration","2026-09-21","passed","2026-09-21","BK-40: Defect Filing","integration/heatmap-defects/defectFiling.test.ts","",""
