"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","250","BK-383: should handle viewer role","integration","2026-09-04","passed","2026-09-04","BK-34: Run Execution Start","integration/run-execution/runStart.test.ts","",""
"","227","BK-343: should reject missing module","integration","2026-09-04","passed","2026-09-04","BK-40: Defect Filing","integration/heatmap-defects/defectFiling.test.ts","",""
"","201","BK-425: should assign reserved tags","integration","2026-09-04","passed","2026-09-04","BK-33: Test Tags","integration/test-builder/testTags.test.ts","",""
"","194","BK-325: should integrate with test","integration","2026-09-04","passed","2026-09-04","BK-38: Run Reporting","integration/run-execution/runReporting.test.ts","",""
"","252","BK-415: should be retry-safe","integration","2026-09-04","passed","2026-09-04","BK-28: Reorder ATCs","integration/test-builder/reorderAtcs.test.ts","",""
"","283","BK-396: should handle bug-driven finish","integration","2026-09-04","passed","2026-09-04","BK-39: Run Finish","integration/run-execution/runFinish.test.ts","",""
"","161","BK-435: should enforce max length","integration","2026-09-04","passed","2026-09-04","BK-33: Test Tags","integration/test-builder/testTags.test.ts","",""
"","197","BK-395: should reject cross-workspace finish","integration","2026-09-04","passed","2026-09-04","BK-39: Run Finish","integration/run-execution/runFinish.test.ts","",""
"","636","UPEX-200: should access user info via API with session token","e2e","2026-09-04","passed","2026-09-04","UPEX-200: Dashboard","e2e/dashboard/dashboard.test.ts","",""
"","249","BK-360: should handle curr 0 / prev > 0 (trend is negative)","integration","2026-09-04","passed","2026-09-04","BK-42: Heatmap - Trend","integration/heatmap-defects/heatmapTrend.test.ts","",""
"","177","BK-419: should view ATCs in order","integration","2026-09-04","passed","2026-09-04","BK-32: View ATCs","integration/test-builder/viewAtcs.test.ts","",""
"","182","BK-427: should replace tags","integration","2026-09-04","passed","2026-09-04","BK-33: Test Tags","integration/test-builder/testTags.test.ts","",""
"","182","BK-431: should reject tag with comma","integration","2026-09-04","passed","2026-09-04","BK-33: Test Tags","integration/test-builder/testTags.test.ts","",""
"","249","BK-340: should save standalone defect","integration","2026-09-04","passed","2026-09-04","BK-40: Defect Filing","integration/heatmap-defects/defectFiling.test.ts","",""
"","5302","UI Setup: authenticate via UI","ui-setup","2026-09-04","passed","2026-09-04","","setup/ui-auth.setup.ts","",""
"","209","BK-407: should handle single ATC no-op","integration","2026-09-04","passed","2026-09-04","BK-28: Reorder ATCs","integration/test-builder/reorderAtcs.test.ts","",""
"","136","BK-368: should reject unauthenticated request (401)","integration","2026-09-04","passed","2026-09-04","BK-42: Heatmap - Security","integration/heatmap-defects/heatmapSecurity.test.ts","",""
"","209","BK-344: should reject invalid severity","integration","2026-09-04","passed","2026-09-04","BK-40: Defect Filing","integration/heatmap-defects/defectFiling.test.ts","",""
"","226","BK-365: should show full module_path to disambiguate duplicate names","integration","2026-09-04","passed","2026-09-04","BK-42: Heatmap - Visual/a11y","integration/heatmap-defects/heatmapVisual.test.ts","",""
"","214","BK-320: should list runs happy path","integration","2026-09-04","passed","2026-09-04","BK-38: Run Reporting","integration/run-execution/runReporting.test.ts","",""
"","208","BK-357: should show falling trend with negative percent","integration","2026-09-04","passed","2026-09-04","BK-42: Heatmap - Trend","integration/heatmap-defects/heatmapTrend.test.ts","",""
"","769","BK-386: should reject duplicate idempotency key","integration","2026-09-04","passed","2026-09-04","BK-34: Run Execution Start","integration/run-execution/runStart.test.ts","",""
"","219","BK-410: should handle version conflict","integration","2026-09-04","passed","2026-09-04","BK-28: Reorder ATCs","integration/test-builder/reorderAtcs.test.ts","",""
"","273","BK-404: should reorder ATCs successfully","integration","2026-09-04","passed","2026-09-04","BK-28: Reorder ATCs","integration/test-builder/reorderAtcs.test.ts","",""
"","319","BK-376: should start run with environment","integration","2026-09-04","passed","2026-09-04","BK-34: Run Execution Start","integration/run-execution/runStart.test.ts","",""
"","183","BK-422: should return 404 for foreign workspace","integration","2026-09-04","passed","2026-09-04","BK-32: View ATCs","integration/test-builder/viewAtcs.test.ts","",""
"","226","BK-411: should reject chain mismatch","integration","2026-09-04","passed","2026-09-04","BK-28: Reorder ATCs","integration/test-builder/reorderAtcs.test.ts","",""
"","228","BK-362: should show child keeps own non-collapsed cell","integration","2026-09-04","passed","2026-09-04","BK-42: Heatmap - Hierarchy","integration/heatmap-defects/heatmapHierarchy.test.ts","",""
"","265","BK-361: should show parent rollup via path-prefix","integration","2026-09-04","passed","2026-09-04","BK-42: Heatmap - Hierarchy","integration/heatmap-defects/heatmapHierarchy.test.ts","",""
"","204","BK-434: should trim custom tags","integration","2026-09-04","passed","2026-09-04","BK-33: Test Tags","integration/test-builder/testTags.test.ts","",""
"","324","BK-391: should mark remaining as skipped","integration","2026-09-04","passed","2026-09-04","BK-39: Run Finish","integration/run-execution/runFinish.test.ts","",""
"","203","BK-342: should reject invalid title length","integration","2026-09-04","passed","2026-09-04","BK-40: Defect Filing","integration/heatmap-defects/defectFiling.test.ts","",""
