"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","276","BK-360: should handle curr 0 / prev > 0 (pct: -100)","integration","2026-08-24","passed","2026-08-24","BK-42: Heatmap - Trend","integration/heatmap-defects/heatmapTrend.test.ts","",""
"","64","BK-408: should reject unauthenticated reorder","integration","2026-08-24","passed","2026-08-24","BK-28: Reorder ATCs","integration/test-builder/reorderAtcs.test.ts","",""
"","278","BK-396: should handle bug-driven finish","integration","2026-08-24","passed","2026-08-24","BK-39: Run Finish","integration/run-execution/runFinish.test.ts","",""
"","106","BK-435: should enforce max length","integration","2026-08-24","passed","2026-08-24","BK-33: Test Tags","integration/test-builder/testTags.test.ts","",""
"","180","BK-356: should show rising trend with positive percent","integration","2026-08-24","passed","2026-08-24","BK-42: Heatmap - Trend","integration/heatmap-defects/heatmapTrend.test.ts","",""
"","212","BK-375: should start run successfully","integration","2026-08-24","passed","2026-08-24","BK-34: Run Execution Start","integration/run-execution/runStart.test.ts","",""
"","148","BK-354: should verify UTC half-open window (start included)","integration","2026-08-24","passed","2026-08-24","BK-42: Heatmap - Positive","integration/heatmap-defects/heatmapPositive.test.ts","",""
"","134","BK-412: should reject duplicate ATC IDs","integration","2026-08-24","passed","2026-08-24","BK-28: Reorder ATCs","integration/test-builder/reorderAtcs.test.ts","",""
"","131","BK-383: should handle viewer role","integration","2026-08-24","passed","2026-08-24","BK-34: Run Execution Start","integration/run-execution/runStart.test.ts","",""
"","111","UPEX-100: should fail without token","integration","2026-08-24","passed","2026-08-24","UPEX-100: User Session API","integration/auth/user-session.test.ts","",""
"","190","BK-363: should show hotspot not color-only (count + tag + legend)","integration","2026-08-24","passed","2026-08-24","BK-42: Heatmap - Visual/a11y","integration/heatmap-defects/heatmapVisual.test.ts","",""
"","169","BK-423: should view test read-only","integration","2026-08-24","passed","2026-08-24","BK-32: View ATCs","integration/test-builder/viewAtcs.test.ts","",""
"","134","BK-366: should return fresh data via live RPC (no MV)","integration","2026-08-24","passed","2026-08-24","BK-42: Heatmap - Integration","integration/heatmap-defects/heatmapIntegration.test.ts","",""
"","128","BK-424: should meet performance target","integration","2026-08-24","passed","2026-08-24","BK-32: View ATCs","integration/test-builder/viewAtcs.test.ts","",""
"","76","BK-394: should reject unauthenticated finish","integration","2026-08-24","passed","2026-08-24","BK-39: Run Finish","integration/run-execution/runFinish.test.ts","",""
"","136","BK-425: should assign reserved tags","integration","2026-08-24","passed","2026-08-24","BK-33: Test Tags","integration/test-builder/testTags.test.ts","",""
"","119","BK-413: should reject empty chain","integration","2026-08-24","passed","2026-08-24","BK-28: Reorder ATCs","integration/test-builder/reorderAtcs.test.ts","",""
"","107","BK-411: should reject chain mismatch","integration","2026-08-24","passed","2026-08-24","BK-28: Reorder ATCs","integration/test-builder/reorderAtcs.test.ts","",""
"","224","BK-376: should start run with environment","integration","2026-08-24","passed","2026-08-24","BK-34: Run Execution Start","integration/run-execution/runStart.test.ts","",""
"","593","BK-386: should reject duplicate idempotency key","integration","2026-08-24","passed","2026-08-24","BK-34: Run Execution Start","integration/run-execution/runStart.test.ts","",""
"","278","BK-420: should view ATCs with latest content","integration","2026-08-24","passed","2026-08-24","BK-32: View ATCs","integration/test-builder/viewAtcs.test.ts","",""
"","186","BK-343: should reject missing module","integration","2026-08-24","passed","2026-08-24","BK-40: Defect Filing","integration/heatmap-defects/defectFiling.test.ts","",""
"","402","BK-379: should be idempotent","integration","2026-08-24","passed","2026-08-24","BK-34: Run Execution Start","integration/run-execution/runStart.test.ts","",""
"","142","BK-428: should remove all tags","integration","2026-08-24","passed","2026-08-24","BK-33: Test Tags","integration/test-builder/testTags.test.ts","",""
"","202","BK-381: should reject invalid environment","integration","2026-08-24","passed","2026-08-24","BK-34: Run Execution Start","integration/run-execution/runStart.test.ts","",""
"","172","BK-404: should reorder ATCs successfully","integration","2026-08-24","passed","2026-08-24","BK-28: Reorder ATCs","integration/test-builder/reorderAtcs.test.ts","",""
"","213","BK-393: should integrate with run lifecycle","integration","2026-08-24","passed","2026-08-24","BK-39: Run Finish","integration/run-execution/runFinish.test.ts","",""
"","275","UPEX-100: should be able to re-authenticate","integration","2026-08-24","passed","2026-08-24","UPEX-100: User Session API","integration/auth/user-session.test.ts","",""
